1562 783 10
1312 1033 10
1295 1038 10
804 1039 10
793 1046 10
773 1065 10
761 1073 10
749 1081 10
739 1088 10
727 1096 10
711 1109 10
698 1118 10
686 1128 10
674 1136 10
662 1146 10
647 1153 10
638 1159 10
626 1171 10
612 1186 10
600 1189 10
587 1196 10
572 1205 10
563 1211 10
556 1220 10
549 1231 10
541 1245 10
534 1255 10
525 1263 10
513 1270 10
503 1283 10
490 1290 10
479 1302 10
471 1309 10
460 1315 10
452 1324 10
439 1331 10
400 1366 10
391 1375 10
380 1383 10
368 1390 10
302 1451 10
284 1470 10
276 1481 10
270 1498 10
275 1505 10
282 1513 10
289 1523 10
300 1533 10
510 1539 10
546 1538 10
557 1542 10
572 1550 10
584 1553 10
597 1556 10
608 1558 10
617 1560 10
628 1562 10
643 1564 10
654 1565 10
661 1566 10
672 1565 10
680 1564 10
692 1562 10
701 1560 10
713 1556 10
722 1551 10
730 1542 10
738 1535 10
746 1535 10
757 1534 10
767 1533 10
780 1527 10
788 1516 10
789 1509 10
786 1499 10
681 1392 10
668 1388 10
